['', 'Yizeng Li', 'Update documentation']
['EkaKushnareva', 'Prishchepov Vladislav', 'Update README.md']
['EkaKushnareva', 'Mikhail Melnikov', 'Update README.md']
['Asta Kovrova', 'Vladimir Polkhovtsev', 'Update README.md']
['Asta Kovrova', 'Daria Kokareva', 'Update README.md']
['Asta Kovrova', 'Victoria Latynina', 'Update README.md']
['Asta Kovrova', 'Prishchepov Vladislav', 'Update README.md']
['Asta Kovrova', 'Mikhail Melnikov', 'Update README.md']
['Vladimir Polkhovtsev', 'Daria Kokareva', 'Update README.md']
['Vladimir Polkhovtsev', 'Victoria Latynina', 'Update README.md']
['Vladimir Polkhovtsev', 'Prishchepov Vladislav', 'Update README.md']
['Vladimir Polkhovtsev', 'Mikhail Melnikov', 'Update README.md']
['Daria Kokareva', 'Victoria Latynina', 'Update README.md']
['Daria Kokareva', 'Prishchepov Vladislav', 'Update README.md']
['Daria Kokareva', 'Mikhail Melnikov', 'Update README.md']
['Victoria Latynina', 'Prishchepov Vladislav', 'Update README.md']
['Victoria Latynina', 'Mikhail Melnikov', 'Update README.md']
['Prishchepov Vladislav', 'Mikhail Melnikov', 'Update README.md']
['Maria Clara', 'maria clara', 'Navbar']
['Maria Estefania Martinez Mulller', 'Valentina Morales', 'fix']
['Björn Kraus', 'Łukasz Romanowicz', "Merge branch 'develop' into bugfix/page-not-found-status-code"]
['cewald', 'Christian Ewald', 'Update CHANGELOG.md']
['MarianaPicans', 'thenawazrahman', 'Update index.html']
['thenawazrahman', 'MarianaPicans', 'Update index.html']
['cfrancisco', 'Mariane Previde', "Merge branch 'development' into perm-import-export"]
['cfrancisco', 'Mariane Previde', "Merge branch 'development' into perm-import-export"]
['Marianne Corvellec', 'Shammamah Hossain', "Merge branch 'master' into mkcor-upgrade-deps"]
['Marianne Corvellec', 'Shammamah Hossain', "Merge branch 'master' into mkcor-upgrade-deps"]
['Théo Ryffel', 'Robert (Bobby) Wagner', "Merge branch 'dev' into update_polynomial_tensor"]
['Mariano Rodriguez', 'Jordi Valls Carbonell', "Merge branch 'develop' into feature/better-error-trace"]
['Mariano Rodriguez', 'Jordi Valls Carbonell', "Merge branch 'develop' into feature/better-error-trace"]
['Marina Valentín Ruiz', 'roimv', 'Update README.md']
['Marina Valentín Ruiz', 'siemeris', 'Update README.md']
['Marina Valentín Ruiz', 'sinerf', 'Update README.md']
['Marina Valentín Ruiz', 'Pablo', 'Update README.md']
['Marina Valentín Ruiz', 'MCBian10', 'Update README.md']
['Marina Valentín Ruiz', 'RMAP2', 'Update README.md']
['Marina Valentín Ruiz', 'oscarsesmilo', 'Update README.md']
['Marina Valentín Ruiz', 'taniatrigo', 'Update README.md']
['Marina Valentín Ruiz', 'myriamDominguez', 'Update README.md']
['Marina Valentín Ruiz', 'GonzalezSergi', 'Update README.md']
['Marina Valentín Ruiz', 'martabescansa7', 'Update README.md']
['Marina Valentín Ruiz', 'tiedra', 'Update README.md']
['roimv', 'siemeris', 'Update README.md']
['roimv', 'sinerf', 'Update README.md']
['roimv', 'Pablo', 'Update README.md']
['roimv', 'MCBian10', 'Update README.md']
['roimv', 'RMAP2', 'Update README.md']
['roimv', 'oscarsesmilo', 'Update README.md']
['roimv', 'taniatrigo', 'Update README.md']
['roimv', 'myriamDominguez', 'Update README.md']
['roimv', 'GonzalezSergi', 'Update README.md']
['roimv', 'martabescansa7', 'Update README.md']
['roimv', 'tiedra', 'Update README.md']
['siemeris', 'sinerf', 'Update README.md']
['siemeris', 'Pablo', 'Update README.md']
['siemeris', 'MCBian10', 'Update README.md']
['siemeris', 'RMAP2', 'Update README.md']
['siemeris', 'oscarsesmilo', 'Update README.md']
['siemeris', 'taniatrigo', 'Update README.md']
['siemeris', 'myriamDominguez', 'Update README.md']
['siemeris', 'GonzalezSergi', 'Update README.md']
['siemeris', 'martabescansa7', 'Update README.md']
['siemeris', 'tiedra', 'Update README.md']
['sinerf', 'Pablo', 'Update README.md']
['sinerf', 'MCBian10', 'Update README.md']
['sinerf', 'RMAP2', 'Update README.md']
['sinerf', 'oscarsesmilo', 'Update README.md']
['sinerf', 'taniatrigo', 'Update README.md']
['sinerf', 'myriamDominguez', 'Update README.md']
['sinerf', 'GonzalezSergi', 'Update README.md']
['sinerf', 'martabescansa7', 'Update README.md']
['sinerf', 'tiedra', 'Update README.md']
['Pablo', 'MCBian10', 'Update README.md']
['Pablo', 'RMAP2', 'Update README.md']
['Pablo', 'oscarsesmilo', 'Update README.md']
['Pablo', 'taniatrigo', 'Update README.md']
['Pablo', 'myriamDominguez', 'Update README.md']
['Pablo', 'GonzalezSergi', 'Update README.md']
['Pablo', 'martabescansa7', 'Update README.md']
['Pablo', 'tiedra', 'Update README.md']
['MCBian10', 'RMAP2', 'Update README.md']
['MCBian10', 'oscarsesmilo', 'Update README.md']
['MCBian10', 'taniatrigo', 'Update README.md']
['MCBian10', 'myriamDominguez', 'Update README.md']
['MCBian10', 'GonzalezSergi', 'Update README.md']
['MCBian10', 'martabescansa7', 'Update README.md']
['MCBian10', 'tiedra', 'Update README.md']
['RMAP2', 'oscarsesmilo', 'Update README.md']
['RMAP2', 'taniatrigo', 'Update README.md']
['RMAP2', 'myriamDominguez', 'Update README.md']
['RMAP2', 'GonzalezSergi', 'Update README.md']
['RMAP2', 'martabescansa7', 'Update README.md']
['RMAP2', 'tiedra', 'Update README.md']
['oscarsesmilo', 'taniatrigo', 'Update README.md']
['oscarsesmilo', 'myriamDominguez', 'Update README.md']
['oscarsesmilo', 'GonzalezSergi', 'Update README.md']
['oscarsesmilo', 'martabescansa7', 'Update README.md']
['oscarsesmilo', 'tiedra', 'Update README.md']
['taniatrigo', 'myriamDominguez', 'Update README.md']
['taniatrigo', 'GonzalezSergi', 'Update README.md']
['taniatrigo', 'martabescansa7', 'Update README.md']
['taniatrigo', 'tiedra', 'Update README.md']
['myriamDominguez', 'GonzalezSergi', 'Update README.md']
['myriamDominguez', 'martabescansa7', 'Update README.md']
['myriamDominguez', 'tiedra', 'Update README.md']
['GonzalezSergi', 'martabescansa7', 'Update README.md']
['GonzalezSergi', 'tiedra', 'Update README.md']
['martabescansa7', 'tiedra', 'Update README.md']
['Rene Gassmoeller', 'Sophie Coulson', 'Add changelog entry']
['Mario', 'MarioDiaz98', "Merge branch 'documentation' of https://github.com/Arquisoft/dechat_es4b into documentation"]
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (304 of 304 strings)\n\nTranslation: Xenko/Assets.Presentation\nTranslate-URL: https://hosted.weblate.org/projects/xenko/assetspresentation/es/']
['Mario Guerra', 'meriaizen86', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (304 of 304 strings)\n\nTranslation: Xenko/Assets.Presentation\nTranslate-URL: https://hosted.weblate.org/projects/xenko/assetspresentation/es/']
['Mario Guerra', 'Oscar Sanchez', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (164 of 164 strings)\n\nTranslation: Xenko/GameStudio\nTranslate-URL: https://hosted.weblate.org/projects/xenko/gamestudio/es/']
['Oscar Sanchez', 'Mario Guerra', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (304 of 304 strings)\n\nTranslation: Xenko/Assets.Presentation\nTranslate-URL: https://hosted.weblate.org/projects/xenko/assetspresentation/es/']
['Oscar Sanchez', 'meriaizen86', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (304 of 304 strings)\n\nTranslation: Xenko/Assets.Presentation\nTranslate-URL: https://hosted.weblate.org/projects/xenko/assetspresentation/es/']
['Mario Guerra', 'meriaizen86', 'Translated using Weblate (Spanish)\n\nCurrently translated at 100.0% (304 of 304 strings)\n\nTranslation: Xenko/Assets.Presentation\nTranslate-URL: https://hosted.weblate.org/projects/xenko/assetspresentation/es/']
['Marios Vasileiou', 'MariosVas', "Merge branch 'master' into Marios"]
['Marios Vasileiou', 'MariosVas', "Merge branch 'master' into Marios"]
['Mark Lowe', 'Krish1979', "Merge branch 'master' into feature/maven-central-changes"]
['Alf Gaida', 'Oliver Burkardt', 'Translated using Weblate (German)\n\nCurrently translated at 100.0% (277 of 277 strings)\n\nTranslation: LXQt/LibFM-Qt\nTranslate-URL: https://weblate.lxqt.org/projects/lxqt/libfm-qt/de/']
['Mark E. DeYoung', 'Mark E. DeYOung', "Merge branch 'master' of github.com:mark-e-deyoung/afit_mlperf_training"]
['Mark E. DeYoung', 'Mark E. DeYOung', 'Prepare for merge.']
['Jorge Vargas', 'Mark Groves', "Merge branch 'master' into max-pages-scraper"]
['Jorge Vargas', 'Mark Groves', "Merge branch 'master' into max-pages-scraper"]
['Mark H', 'Mark B Hamidi', 'Add files via upload']
['Mark H', 'Mark B Hamidi', 'Add files via upload']
['Mark H', 'Mark B Hamidi', 'Add files via upload']
['Mark H', 'Mark B Hamidi', 'Add files via upload']
['Mark H', 'Mark B Hamidi', 'Add files via upload']
['Mark H', 'Mark B Hamidi', 'Add files via upload']
['Ken Withee', 'Chris Davis', "Merge branch 'master' into markjjo-working"]
['Wenjia Liu', 'Lukasz Cwik', '[BEAM-8575] Test a customized window fn work as expected']
['Mark Pullin', 'Eric R Meissner', "Merge branch 'develop' into lbfgs_optimizer"]
['Dana Gajewska', 'James Carmichael', "Merge branch 'develop' into feat/WATER-2120"]
['MarkFCain', 'sudhakarchinoor', "Merge branch 'master' into APR-293_update_charity_number"]
['MarkFCain', 'David Read', "Merge branch 'master' into APR-293_update_charity_number"]
['sudhakarchinoor', 'David Read', "Merge branch 'master' into APR-293_update_charity_number"]
['sudhakarchinoor', 'MarkFCain', "Merge branch 'master' into APR-344_add_organisation_tech_debt"]
['sudhakarchinoor', 'MarkFCain', "Merge branch 'master' into APR-344_add_organisation_tech_debt"]
['MarkHoo', 'Hentioe', 'Update README.md']
['MarkHoo', 'Hentioe', 'Update README.md']
['Vrushali Waykole', 'Ketan Padegaonkar', 'Fix build']
['MarshallHo', 'Marshall', 'layout done']
['Shubhankar Chandra Banerjee', 'Nikhil N Namal', "Merge branch 'master' into add-quote-new"]
['Shubhankar Chandra Banerjee', 'Nikhil N Namal', "Merge branch 'master' into add-quote-new"]
['Steve French', 'Wout Mertens', 'Re: mount.cifs fails but smbclient succeeds']
['minbi', 'Zhuo wen', "Merge branch 'master' into meckhardt-patch-1"]
['Martin Atkins', 'Justin Campbell', 'Update CHANGELOG.md']
['Martin Bernardi (Laptop)', 'Martin Bernardi (PC)', 'Documentation']
['Martin Burchell', 'Rudolf Cardinal', "Merge branch 'master' into apeq-cpft-perinatal-report-date-range"]
['Martin Dezsi', 'ybira', "Merge branch 'development' into feature/104-session-service-login"]
['Martin Dezsi', 'ybira', "Merge branch 'development' into feature/104-session-service-login"]
['Richard Csiki', 'ybira', "Merge branch 'development' into filter"]
['mflaherty1150', 'Cody Batchelor', "Merge branch 'master' into dev"]
['Michael Feng', 'Yvonne Z', "Merge branch 'dev/0.6.0' into arbitrage/fee-fix"]
['Martin Pavlov', 'Konstantin Dinev', "Merge branch 'master' into MKamenov/groupby-icons-master"]
['Martin Pavlov', 'Konstantin Dinev', "Merge branch 'master' into MKamenov/groupby-icons-master"]
['DCI-REC106', 'Martina Freundorfer', "Merge branch 'master' of github.com:FBW23/exercises"]
['Martina Freundorfer', 'DCI-REC106', "Merge branch 'master' of github.com:FBW23/exercises"]
['Martina Freundorfer', 'jamil61', "Merge branch 'master' of github.com:FBW23/exercises"]
['Martynas Stankevicius', 'Martynas Stankevičius', "Merge branch 'auth-backend' into auth-frontend-api"]
['Martynas Stankevicius', 'Martynas Stankevičius', "Merge branch 'auth-backend' into auth-frontend-api"]
